BJD - 2454833, Corrected Flux
2368.028503127, 1.001729067,
2368.048934777, 1.001743938,
2368.069366627, 1.001816330,
2368.089798378, 1.001678663,
2368.110230028, 1.001702275,
2368.130661879, 1.001748871,
2368.151093630, 1.001720665,
2368.171525282, 1.001727375,
2368.191957133, 1.001725606,
2368.212388885, 1.001745135,
2368.232820637, 1.001773567,
2368.253252389, 1.001727362,
2368.273684141, 1.001776535,
2368.294115894, 1.001717744,
2368.314547647, 1.001773300,
2368.355411153, 1.001729858,
2368.375842906, 1.001664553,
2368.396274760, 1.001723039,
2368.416706414, 1.001772906,
2368.437138168, 1.001737203,
2368.457570022, 1.001812620,
2368.478001776, 1.001748616,
2368.498433431, 1.001815023,
2368.518865286, 1.001774709,
2368.539297041, 1.001742633,
2368.559728696, 1.001787500,
2368.600592307, 1.001741887,
2368.621024163, 1.001775467,
2368.641455819, 1.001724295,
2368.661887575, 1.001694657,
2368.682319432, 1.001751386,
2368.702751089, 1.001763631,
2368.723182845, 1.001806730,
2368.743614703, 1.001672212,
2368.764046360, 1.001784384,
2368.784478218, 1.001763931,
2368.804909975, 1.001786643,
2368.845773491, 1.001694483,
2368.866205250, 1.001762462,
2368.886636908, 1.001847677,
2368.907068767, 1.001712164,
2368.927500526, 1.001781723,
2368.947932385, 1.001781149,
2368.968364045, 1.001771353,
2368.988795805, 1.001794698,
2369.009227565, 1.001718674,
2369.029659325, 1.001743010,
2369.050091085, 1.001776615,
2369.070522845, 1.001791779,
2369.090954606, 1.001822947,
2369.111386467, 1.001798341,
2369.131818128, 1.001789709,
2369.152249890, 1.001805165,
2369.172681751, 1.001772945,
2369.193113513, 1.001813017,
2369.213545175, 1.001730509,
2369.233977037, 1.001752358,
2369.254408799, 1.001792444,
2369.274840562, 1.001778000,
2369.295272325, 1.001416069,
2369.356567615, 1.001771745,
2369.376999379, 1.001861963,
2369.397431242, 1.001756180,
2369.417862907, 1.001756962,
2369.438294771, 1.001764761,
2369.458726536, 1.001767110,
2369.479158200, 1.001762203,
2369.499590065, 1.001796326,
2369.520021831, 1.001764030,
2369.540453496, 1.001775986,
2369.581317128, 1.001788948,
2369.601748894, 1.001739317,
2369.622180660, 1.001735388,
2369.642612427, 1.001710759,
2369.663044193, 1.001788863,
2369.683475960, 1.001738678,
2369.703907728, 1.001702214,
2369.724339495, 1.001714831,
2369.744771263, 1.001739697,
2369.765203130, 1.001804081,
2369.785634799, 1.001747400,
2369.826498435, 1.001737101,
2369.846930204, 1.001792253,
2369.867361873, 1.001790666,
2369.887793742, 1.001720093,
2369.908225512, 1.001799893,
2369.928657281, 1.001785531,
2369.949089051, 1.001729347,
2369.969520821, 1.001737537,
2369.989952691, 1.001823274,
2370.010384362, 1.001865808,
2370.030816133, 1.001785496,
2370.071679675, 1.001793924,
2370.092111446, 1.001743943,
2370.112543318, 1.001785959,
2370.132974990, 1.001744319,
2370.153406862, 1.001736763,
2370.173838634, 1.001763332,
2370.194270306, 1.001752906,
2370.214702179, 1.001716078,
2370.235133952, 1.001692130,
2370.255565725, 1.001684831,
2370.275997499, 1.001727799,
2370.296429272, 1.001766154,
2370.316861146, 1.001717096,
2370.337292820, 1.001751764,
2370.357724594, 1.001678878,
2370.378156369, 1.001721971,
2370.398588144, 1.001683391,
2370.419019919, 1.001697196,
2370.439451694, 1.001691676,
2370.459883469, 1.001716435,
2370.480315345, 1.001704265,
2370.500747121, 1.001740048,
2370.521178797, 1.001670174,
2370.562042450, 1.001772678,
2370.582474127, 1.001719445,
2370.602906004, 1.001710958,
2370.623337781, 1.001678402,
2370.643769658, 1.001752671,
2370.664201336, 1.001671120,
2370.684633114, 1.001713739,
2370.705064992, 1.001666088,
2370.725496670, 1.001664036,
2370.745928449, 1.001613898,
2370.766360328, 1.001742906,
2370.807223886, 1.001681763,
2370.827655666, 1.001655643,
2370.848087346, 1.001666855,
2370.868519226, 1.001709941,
2370.888951006, 1.001631702,
2370.909382686, 1.001659013,
2370.929814567, 1.001730089,
2370.950246348, 1.001686024,
2370.970678129, 1.001637375,
2370.991109910, 1.001692321,
2371.011541692, 1.001708738,
2371.052405256, 1.001694874,
2371.072837038, 1.001790191,
2371.093268821, 1.001643082,
2371.113700603, 1.001716124,
2371.134132486, 1.001628109,
2371.154564170, 1.001715493,
2371.174995953, 1.001726307,
2371.195427837, 1.001647469,
2371.215859621, 1.001644479,
2371.236291305, 1.001653636,
2371.256723189, 1.001705071,
2371.297586859, 1.001751833,
2371.318018544, 1.001752724,
2371.338450329, 1.001733654,
2371.358882215, 1.001721012,
2371.379313900, 1.001700139,
2371.399745686, 1.001734152,
2371.420177573, 1.001803336,
2371.440609259, 1.001783430,
2371.461041146, 1.001744086,
2371.481472933, 1.001756316,
2371.501910379, 1.001780603,
2371.522336482, 1.001737916,
2371.542768269, 1.001716941,
2371.563199957, 1.001733020,
2371.583631845, 1.001725988,
2371.604063634, 1.001720649,
2371.624495522, 1.001733697,
2371.644927211, 1.001749617,
2371.665359000, 1.001719232,
2371.685790890, 1.001672229,
2371.706222579, 1.001751416,
2371.726654369, 1.001724434,
2371.747086259, 1.001714342,
2371.787949740, 1.001757516,
2371.808381631, 1.001860122,
2371.828813422, 1.001735413,
2371.849245213, 1.001802122,
2371.869677004, 1.001672175,
2371.890108796, 1.001666200,
2371.910540688, 1.001738769,
2371.930972380, 1.001785933,
2371.951404173, 1.001751611,
2371.971836065, 1.001770623,
2371.992267758, 1.001763318,
2372.033131445, 1.001730811,
2372.053563139, 1.001688612,
2372.073995032, 1.001774429,
2372.094426727, 1.001731680,
2372.114858521, 1.001836482,
2372.135290415, 1.001668855,
2372.155722110, 1.001753079,
2372.176154005, 1.001694578,
2372.196585801, 1.001720776,
2372.217017496, 1.001762344,
2372.237449392, 1.001794209,
2372.278312984, 1.001775451,
2372.298744781, 1.001707934,
2372.319176578, 1.001746824,
2372.339608475, 1.001748418,
2372.360040172, 1.001722580,
2372.380471970, 1.001727662,
2372.400903867, 1.001746446,
2372.421335666, 1.001770507,
2372.441767364, 1.001662444,
2372.462199262, 1.001750729,
2372.482631061, 1.001709731,
2372.503062860, 1.001786963,
2372.523494659, 1.001706660,
2372.543926459, 1.001773704,
2372.564358258, 1.001737122,
2372.584790058, 1.001766767,
2372.605221859, 1.001705656,
2372.625653759, 1.001751365,
2372.646085460, 1.001754534,
2372.666517361, 1.001736561,
2372.686949062, 1.001760534,
2372.707380863, 1.001798657,
2372.727812765, 1.001742532,
2372.768676269, 1.001757164,
2372.789108172, 1.001755106,
2372.809539874, 1.001792377,
2372.829971777, 1.001838954,
2372.850403580, 1.001674137,
2372.870835284, 1.001697173,
2372.891267188, 1.001835896,
2372.911698992, 1.001784604,
2372.932130696, 1.001745255,
2372.952562600, 1.001721078,
2372.972994405, 1.001745802,
2372.993426310, 1.001790769,
2373.013858015, 1.001749675,
2373.034289820, 1.001731996,
2373.054721726, 1.001822673,
2373.075153532, 1.001749006,
2373.095585238, 1.001740502,
2373.116017145, 1.001756001,
2373.136448951, 1.001786790,
2373.156880758, 1.001864109,
2373.177312565, 1.001798646,
2373.197744373, 1.001831203,
2373.218176281, 1.001924993,
2373.279471705, 1.001756283,
2373.299903414, 1.001762182,
2373.320335323, 1.001894799,
2373.340767032, 1.001909483,
2373.361198841, 1.001897894,
2373.381630751, 1.001797112,
2373.402062461, 1.001895694,
2373.422494271, 1.001840097,
2373.442926182, 1.001880447,
2373.463357893, 1.001891229,
2373.483789804, 1.001924281,
2373.504221615, 1.001773623,
2373.524653326, 1.001842638,
2373.545085238, 1.001846255,
2373.565517050, 1.001910661,
2373.585948762, 1.001841242,
2373.606380675, 1.001886224,
2373.626812488, 1.001865627,
2373.647244401, 1.001941991,
2373.667676114, 1.001962035,
2373.688107927, 1.001988506,
2373.708539841, 1.001840767,
2373.728971555, 1.001851146,
2373.749403370, 1.001901858,
2373.769835284, 1.001975855,
2373.790267099, 1.001936451,
2373.810698814, 1.001922626,
2373.831130729, 1.001914984,
2373.851562545, 1.001938305,
2373.871994361, 1.001980984,
2373.892426177, 1.001842676,
2373.912857993, 1.001949067,
2373.933289910, 1.001878781,
2373.953721627, 1.001926830,
2373.994585361, 1.001888665,
2374.015017079, 1.001888207,
2374.035448997, 1.001938446,
2374.055880715, 1.001985386,
2374.076312534, 1.001920867,
2374.096744452, 1.001928138,
2374.117176171, 1.001859821,
2374.137607990, 1.001932221,
2374.158039910, 1.001874731,
2374.178471630, 1.001988717,
2374.198903550, 1.001911241,
2374.239767091, 1.001844629,
2374.260199011, 1.001939503,
2374.280630832, 1.002009415,
2374.301062654, 1.001935947,
2374.321494475, 1.001893898,
2374.341926297, 1.001941837,
2374.362358219, 1.001974709,
2374.382789942, 1.002006110,
2374.403221764, 1.001937630,
2374.423653687, 1.001890872,
2374.444085510, 1.001986869,
2374.464517234, 1.002010338,
2374.484949157, 1.001896019,
2374.505380981, 1.001895941,
2374.525812805, 1.001865150,
2374.546244630, 1.002013772,
2374.566676455, 1.001947220,
2374.587108380, 1.001864082,
2374.607540105, 1.001981004,
2374.627971930, 1.001888285,
2374.648403856, 1.001900356,
2374.668835582, 1.001974433,
2374.689267508, 1.001950500,
2374.730131062, 1.002011243,
2374.750562989, 1.002006016,
2374.770994716, 1.001978174,
2374.791426544, 1.001974046,
2374.811858472, 1.001986667,
2374.832290200, 1.001991442,
2374.852722129, 1.001980794,
2374.873153957, 1.001952515,
2374.893585686, 1.001983469,
2374.914017616, 1.001954364,
2374.934449445, 1.001951216,
2374.975313105, 1.001958498,
2374.995744935, 1.001991523,
2375.016176866, 1.001975688,
2375.036608597, 1.001970750,
2375.057040428, 1.001991954,
2375.077472359, 1.002022010,
2375.097904191, 1.001956770,
2375.118336023, 1.001960340,
2375.138767855, 1.001945720,
2375.159199687, 1.001968232,
2375.179631520, 1.002097887,
2375.240927120, 1.001903945,
2375.261358854, 1.002080610,
2375.281790788, 1.002015962,
2375.302222622, 1.002045242,
2375.322654357, 1.002029650,
2375.343086292, 1.002013586,
2375.363518027, 1.001963415,
2375.383949863, 1.002006962,
2375.404381798, 1.001994177,
2375.424813634, 1.002037322,
2375.445245471, 1.001950947,
2375.465677307, 1.001966513,
2375.486109044, 1.001993463,
2375.506540981, 1.002023917,
2375.526972818, 1.001984899,
2375.547404556, 1.001933990,
2375.567836494, 1.001964932,
2375.588268332, 1.001955292,
2375.608700271, 1.001961668,
2375.629132009, 1.001941359,
2375.649563848, 1.001956606,
2375.669995788, 1.001900356,
2375.710859367, 1.001995892,
2375.731291307, 1.001959961,
2375.751723047, 1.001886033,
2375.772154988, 1.001926171,
2375.792586829, 1.001954958,
2375.813018670, 1.001956885,
2375.833450512, 1.001969901,
2375.853882353, 1.001890940,
2375.874314195, 1.001952337,
2375.894746138, 1.001896989,
2375.915177880, 1.001884768,
2375.956041666, 1.001978676,
2375.976473410, 1.001879131,
2375.996905353, 1.001865461,
2376.017337197, 1.001915426,
2376.037768942, 1.001911215,
2376.058200886, 1.001892219,
2376.078632631, 1.001890925,
2376.099064476, 1.001936817,
2376.119496422, 1.001883562,
2376.139928167, 1.001857980,
2376.160360113, 1.001833814,
2376.201223706, 1.001886988,
2376.221655652, 1.001914979,
2376.242087500, 1.001810334,
2376.262519247, 1.001840778,
2376.282951194, 1.001839641,
2376.303383042, 1.001835670,
2376.323814990, 1.001861226,
2376.344246739, 1.001796642,
2376.364678588, 1.001848743,
2376.385110537, 1.001802039,
2376.405542286, 1.001881085,
2376.446406085, 1.001752501,
2376.466837935, 1.001861968,
2376.487269786, 1.001858259,
2376.507701637, 1.001807600,
2376.528133487, 1.001769451,
2376.548565339, 1.001806523,
2376.568997190, 1.001749795,
2376.589429042, 1.001751720,
2376.609860994, 1.001950850,
2376.630292747, 1.001873118,
2376.650724699, 1.001680724,
2376.691588305, 1.001798107,
2376.712020259, 1.001792714,
2376.732452013, 1.001789158,
2376.752883867, 1.001728169,
2376.773315821, 1.001720424,
2376.793747576, 1.001730250,
2376.814179531, 1.001783334,
2376.834611386, 1.001751907,
2376.855043141, 1.001768815,
2376.875475097, 1.001719180,
2376.895906953, 1.001764030,
2376.936770666, 1.001710977,
2376.957202523, 1.001685226,
2376.977634480, 1.001765732,
2376.998066238, 1.001775256,
2377.018498096, 1.001707508,
2377.038930054, 1.001741602,
2377.059361812, 1.001729216,
2377.079793671, 1.001761188,
2377.100225630, 1.001705404,
2377.120657489, 1.001737671,
2377.141089349, 1.001708868,
2377.181953068, 1.001633821,
2377.202384929, 1.001650259,
2377.222816789, 1.001632660,
2377.243248650, 1.001655039,
2377.263680612, 1.001683063,
2377.284112373, 1.001611783,
2377.304544335, 1.001679759,
2377.324976197, 1.001643807,
2377.345407960, 1.001714337,
2377.365839922, 1.001702267,
2377.386271785, 1.001758744,
2377.406703549, 1.001638701,
2377.427135512, 1.001722025,
2377.467999240, 1.001659740,
2377.488431105, 1.001610851,
2377.508862869, 1.001649733,
2377.529294834, 1.001643996,
2377.549726699, 1.001657188,
2377.570158465, 1.001687972,
2377.590590431, 1.001634594,
2377.611022297, 1.001633043,
2377.631454263, 1.001644481,
2377.672317897, 1.001554941,
2377.692749865, 1.001641261,
2377.713181632, 1.001653594,
2377.733613500, 1.001658840,
2377.754045468, 1.001606331,
2377.774477337, 1.001590979,
2377.794909206, 1.001591224,
2377.815341075, 1.001640498,
2377.835772944, 1.001627175,
2377.856204814, 1.001625293,
2377.876636684, 1.001676842,
2377.917500525, 1.001671779,
2377.937932296, 1.001712856,
2377.958364267, 1.001749365,
2377.978796138, 1.001640444,
2377.999227910, 1.001613201,
2378.019659882, 1.001670781,
2378.040091755, 1.001688286,
2378.060523527, 1.001684512,
2378.080955500, 1.001682594,
2378.101387273, 1.001640966,
2378.121819247, 1.001719318,
2378.142251121, 1.001699203,
2378.162682895, 1.001659629,
2378.183114869, 1.001702886,
2378.203546744, 1.001667092,
2378.223978519, 1.001690446,
2378.244410494, 1.001672778,
2378.264842370, 1.001698798,
2378.285274346, 1.001770522,
2378.305706122, 1.001838271,
2378.326137999, 1.001691906,
2378.346569975, 1.001716513,
2378.367001753, 1.001720042,
2378.407865608, 1.001713229,
2378.428297386, 1.001748189,
2378.448729364, 1.001816294,
2378.469161243, 1.001716789,
2378.489593122, 1.001715278,
2378.510025001, 1.001765532,
2378.530456880, 1.001769682,
2378.550888760, 1.001730771,
2378.571320640, 1.001785484,
2378.591752521, 1.001803698,
2378.612184501, 1.001752692,
2378.653048164, 1.001825233,
2378.673480145, 1.001834546,
2378.693912027, 1.001803011,
2378.714343809, 1.001852678,
2378.734775792, 1.001783758,
2378.755207575, 1.001817146,
2378.775639558, 1.001809084,
2378.796071441, 1.001780757,
2378.816503225, 1.001836911,
2378.836935209, 1.001913572,
2378.857367093, 1.001842404,
2378.898230863, 1.001831613,
2378.918662748, 1.001826597,
2378.939094734, 1.001777328,
2378.959526520, 1.001877814,
2378.979958406, 1.001875753,
2379.000390392, 1.001785632,
2379.020822179, 1.001819792,
2379.041254066, 1.001812568,
2379.061686053, 1.001813461,
2379.082117841, 1.001790001,
2379.102549829, 1.001819516,
2379.143413606, 1.001830666,
2379.163845495, 1.001824866,
2379.184277384, 1.001867825,
2379.204709273, 1.001840080,
2379.225141163, 1.001836876,
2379.245573053, 1.001768895,
2379.266005044, 1.001775573,
2379.286436934, 1.001767415,
2379.306868726, 1.001910665,
2379.327300717, 1.001807511,
2379.347732608, 1.001762549,
2379.368164400, 1.001800102,
2379.388596393, 1.001703966,
2379.409028285, 1.001754487,
2379.429460078, 1.001796659,
2379.449892072, 1.001847323,
2379.470323865, 1.001740321,
2379.490755859, 1.001764920,
2379.511187753, 1.001841068,
2379.531619547, 1.001800246,
2379.552051542, 1.001770291,
2379.572483437, 1.001809792,
2379.592915232, 1.001708847,
2379.633779124, 1.001764231,
2379.654211120, 1.001766019,
2379.674642917, 1.001774456,
2379.695074814, 1.001796505,
2379.715506811, 1.001824046,
2379.735938609, 1.001832790,
2379.756370506, 1.001848464,
2379.776802505, 1.001823270,
2379.797234403, 1.001862051,
2379.817666302, 1.001809268,
2379.838098201, 1.001854606,
2379.878962000, 1.001873043,
2379.899393900, 1.001849586,
2379.919825800, 1.001862513,
2379.940257801, 1.001827898,
2379.960689602, 1.001867211,
2379.981121603, 1.001880716,
2380.001553505, 1.001806081,
2380.021985307, 1.001912539,
2380.042417309, 1.001896598,
2380.062849212, 1.001914881,
2380.083281014, 1.001888010,
2380.124144821, 1.001947072,
2380.144576825, 1.001932284,
2380.165008729, 1.001880716,
2380.185440533, 1.001867976,
2380.205872538, 1.001841374,
2380.226304443, 1.001885072,
2380.246736248, 1.001820054,
2380.267168254, 1.001898267,
2380.287600160, 1.001888889,
2380.308032166, 1.001893358,
2380.328463973, 1.001906652,
2380.369327887, 1.002048564,
2380.389759695, 1.001975881,
2380.410191602, 1.001906422,
2380.430623611, 1.001982508,
2380.451055419, 1.001947270,
2380.471487428, 1.001960003,
2380.491919337, 1.001974143,
2380.512351247, 1.001993251,
2380.532783156, 1.001988104,
2380.553215067, 1.001921801,
2380.573646977, 1.001906111,
2380.614510799, 1.002000533,
2380.634942810, 1.001942474,
2380.655374722, 1.001949630,
2380.675806534, 1.001935217,
2380.696238546, 1.001883025,
2380.716670459, 1.001950040,
2380.737102272, 1.002010346,
2380.757534285, 1.001908053,
2380.777966099, 1.001880209,
2380.798398113, 1.001955214,
2380.818830027, 1.001907244,
2380.859693856, 1.001941778,
2380.880125772, 1.001955888,
2380.900557587, 1.001956251,
2380.920989603, 1.001958472,
2380.941421519, 1.001927131,
2380.961853536, 1.002009720,
2380.982285353, 1.001950481,
2381.002717270, 1.001955539,
2381.023149287, 1.001968125,
2381.043581105, 1.001983316,
2381.064013023, 1.001933645,
2381.104876960, 1.001914243,
2381.125308879, 1.001967206,
2381.145740799, 1.002021021,
2381.166172718, 1.002027319,
2381.186604638, 1.001975447,
2381.207036559, 1.001905427,
2381.227468479, 1.001941111,
2381.247900400, 1.001890613,
2381.268332322, 1.001951580,
2381.288764343, 1.001928968,
2381.309196265, 1.001958831,
2381.350060110, 1.002019065,
2381.370492033, 1.001949386,
2381.390923856, 1.002002729,
2381.411355880, 1.001900450,
