BJD - 2454833, Corrected Flux
2327.532893122, 0.999150611,
2327.553324883, 0.999157398,
2327.573756545, 0.999156981,
2327.594188406, 0.999111630,
2327.614620167, 0.999161044,
2327.635051828, 0.999224605,
2327.655483688, 0.999124608,
2327.675915349, 0.999169241,
2327.696347109, 0.999247419,
2327.716778969, 0.999176202,
2327.737210728, 0.999201314,
2327.757642388, 0.999128670,
2327.778074247, 0.999133388,
2327.798506006, 0.999226737,
2327.818937665, 0.999127104,
2327.839369523, 0.999148309,
2327.859801282, 0.999294385,
2327.900664798, 0.999189405,
2327.921096555, 0.999260617,
2327.941528413, 0.999219816,
2327.961960070, 0.999202143,
2327.982391827, 0.999279136,
2328.002823684, 0.999241931,
2328.023255341, 0.999242949,
2328.043687097, 0.999232587,
2328.064118953, 0.999221898,
2328.084550609, 0.999183048,
2328.104982365, 0.999234699,
2328.145845876, 0.999236586,
2328.166277631, 0.999248009,
2328.186709486, 0.999269356,
2328.207141240, 0.999323461,
2328.227572895, 0.999328637,
2328.248004749, 0.999284280,
2328.268436503, 0.999269497,
2328.288868257, 0.999243301,
2328.309300010, 0.999246247,
2328.329731764, 0.999318034,
2328.350163517, 0.999370784,
2328.391026923, 0.999262181,
2328.411458775, 0.999303372,
2328.431890527, 0.999298067,
2328.452322179, 0.999287282,
2328.472754031, 0.999332553,
2328.493185783, 0.999343317,
2328.513617435, 0.999325181,
2328.534049286, 0.999388853,
2328.554481037, 0.999348847,
2328.574912788, 0.999292429,
2328.595344538, 0.999395312,
2328.615776289, 0.999373341,
2328.636208139, 0.999336077,
2328.656639789, 0.999414445,
2328.677071539, 0.999341639,
2328.697503388, 0.999241883,
2328.717935038, 0.999275821,
2328.738366787, 0.999399862,
2328.758798636, 0.999389991,
2328.779230384, 0.999354156,
2328.799662033, 0.999411826,
2328.820093881, 0.999311891,
2328.840525629, 0.999357386,
2328.881389125, 0.999365381,
2328.901820872, 0.999350392,
2328.922252520, 0.999332822,
2328.942684367, 0.999350470,
2328.963116113, 0.999387318,
2328.983547960, 0.999360071,
2329.003979607, 0.999306582,
2329.024411353, 0.999340610,
2329.044843099, 0.999367597,
2329.065274845, 0.999361935,
2329.085706590, 0.999321669,
2329.106138336, 0.999352744,
2329.126570081, 0.999382556,
2329.147001826, 0.999348055,
2329.167433571, 0.999293248,
2329.187865315, 0.999352668,
2329.208297060, 0.999353410,
2329.228728904, 0.999335054,
2329.249160548, 0.999355346,
2329.269592291, 0.999319159,
2329.290024135, 0.999302080,
2329.310455778, 0.999396031,
2329.330887622, 0.999377449,
2329.371751007, 0.999389493,
2329.392182850, 0.999370279,
2329.412614592, 0.999374568,
2329.433046234, 0.999418554,
2329.453478076, 0.999422007,
2329.473909818, 0.999352492,
2329.494341460, 0.999387989,
2329.514773301, 0.999389578,
2329.535205042, 0.999374995,
2329.555636683, 0.999311350,
2329.576068524, 0.999400516,
2329.596500264, 0.999352091,
2329.616932005, 0.999388440,
2329.637363745, 0.999330368,
2329.657795485, 0.999366326,
2329.678227324, 0.999382939,
2329.698659064, 0.999365154,
2329.719090703, 0.999398512,
2329.739522542, 0.999408399,
2329.759954281, 0.999382919,
2329.780385920, 0.999358132,
2329.800817759, 0.999356270,
2329.821249497, 0.999493752,
2329.862112973, 0.999364230,
2329.882544611, 0.999366659,
2329.902976348, 0.999391123,
2329.923408186, 0.999399376,
2329.943839823, 0.999384843,
2329.964271560, 0.999367271,
2329.984703397, 0.999459535,
2330.005135033, 0.999433076,
2330.025566870, 0.999487606,
2330.045998606, 0.999512988,
2330.066430342, 0.999536495,
2330.107293813, 0.999344538,
2330.127725549, 0.999176938,
2330.148157284, 0.999187197,
2330.168589019, 0.999197866,
2330.189020754, 0.999197716,
2330.209452588, 0.999161266,
2330.229884223, 0.999374072,
2330.250315957, 0.999473483,
2330.270747791, 0.999488326,
2330.291179425, 0.999429260,
2330.311611158, 0.999429891,
2330.332042992, 0.999386857,
2330.352474625, 0.999413384,
2330.372906458, 0.999438949,
2330.393338191, 0.999425835,
2330.413769824, 0.999411481,
2330.434201656, 0.999451554,
2330.454633389, 0.999467664,
2330.475065021, 0.999476375,
2330.495496853, 0.999520617,
2330.515928584, 0.999512012,
2330.536360316, 0.999442888,
2330.556792048, 0.999490453,
2330.577223779, 0.999441302,
2330.597655410, 0.999492948,
2330.618087240, 0.999514926,
2330.638518971, 0.999536404,
2330.658950601, 0.999542416,
2330.679382432, 0.999551337,
2330.699814162, 0.999503605,
2330.720245892, 0.999478215,
2330.740677621, 0.999495336,
2330.761109351, 0.999529240,
2330.781541180, 0.999530818,
2330.801972809, 0.999580477,
2330.842836367, 0.999479079,
2330.863267995, 0.999498888,
2330.883699724, 0.999552244,
2330.904131552, 0.999521665,
2330.924563180, 0.999548810,
2330.944994908, 0.999472473,
2330.965426735, 0.999502625,
2330.985858363, 0.999562604,
2331.006290090, 0.999574144,
2331.026721917, 0.999519539,
2331.047153644, 0.999578898,
2331.067585371, 0.999543025,
2331.088017097, 0.999574514,
2331.108448823, 0.999504834,
2331.128880550, 0.999584254,
2331.149312276, 0.999602005,
2331.169744001, 0.999519549,
2331.190175727, 0.999492453,
2331.210607452, 0.999525456,
2331.231039178, 0.999519442,
2331.251470903, 0.999529782,
2331.271902628, 0.999565435,
2331.292334352, 0.999534483,
2331.312766077, 0.999566784,
2331.333197801, 0.999504084,
2331.353629425, 0.999445511,
2331.374061249, 0.999537865,
2331.394492973, 0.999506120,
2331.414924796, 0.999555985,
2331.435356420, 0.999490508,
2331.455788143, 0.999513767,
2331.476219966, 0.999494434,
2331.496651589, 0.999458532,
2331.517083312, 0.999464789,
2331.537515134, 0.999498586,
2331.578378479, 0.999445163,
2331.598810301, 0.999438600,
2331.619242023, 0.999451162,
2331.639673644, 0.999453363,
2331.660105466, 0.999462940,
2331.680537187, 0.999460904,
2331.700968908, 0.999528897,
2331.721400629, 0.999478645,
2331.741832350, 0.999442431,
2331.762264170, 0.999452594,
2331.782695791, 0.999534901,
2331.823559331, 0.999656133,
2331.843990950, 0.999354173,
2331.864422670, 0.999338605,
2331.884854490, 0.999383652,
2331.905286109, 0.999341205,
2331.925717828, 0.999405012,
2331.946149647, 0.999410678,
2331.966581266, 0.999474155,
2331.987012985, 0.999419653,
2332.007444703, 0.999453908,
2332.027876421, 0.999389011,
2332.068739857, 0.999392477,
2332.089171575, 0.999394610,
2332.109603393, 0.999415058,
2332.130035110, 0.999377456,
2332.150466727, 0.999399340,
2332.170898544, 0.999432191,
2332.191330261, 0.999418784,
2332.211761878, 0.999429984,
2332.232193694, 0.999428290,
2332.252625411, 0.999408057,
2332.273057027, 0.999423936,
2332.293488843, 0.999439253,
2332.313920559, 0.999398336,
2332.334352175, 0.999438723,
2332.354783990, 0.999397058,
2332.375215705, 0.999458216,
2332.395647521, 0.999414765,
2332.416079136, 0.999434249,
2332.436510851, 0.999414242,
2332.456942665, 0.999388257,
2332.477374280, 0.999421324,
2332.497805994, 0.999461725,
2332.518237808, 0.999408618,
2332.538669422, 0.999417377,
2332.559101136, 0.999460219,
2332.579532950, 0.999507232,
2332.599964663, 0.999450201,
2332.620396277, 0.999480061,
2332.640828090, 0.999472416,
2332.661259803, 0.999478678,
2332.681691416, 0.999522782,
2332.702123228, 0.999453724,
2332.722554941, 0.999542428,
2332.742986653, 0.999553909,
2332.763418365, 0.999458284,
2332.783850077, 0.999428678,
2332.824713501, 0.999471736,
2332.845145112, 0.999408845,
2332.865576923, 0.999499394,
2332.886008635, 0.999472772,
2332.906440246, 0.999452462,
2332.926872057, 0.999477919,
2332.947303767, 0.999423710,
2332.967735478, 0.999447358,
2332.988167188, 0.999437684,
2333.008598898, 0.999214359,
2333.049462318, 0.999862515,
2333.069894028, 0.999582696,
2333.090325837, 0.999453579,
2333.110757547, 0.999283202,
2333.131189156, 0.999184214,
2333.151620965, 0.998947070,
2333.172052674, 0.998786726,
2333.192484282, 0.998741039,
2333.212916091, 0.998735320,
2333.233347799, 0.998780442,
2333.253779408, 0.998786992,
2333.274211216, 0.998799692,
2333.294642924, 0.998828858,
2333.315074531, 0.998801394,
2333.335506339, 0.998846213,
2333.355938046, 0.998852780,
2333.376369854, 0.998861363,
2333.396801461, 0.998873283,
2333.417233168, 0.998884489,
2333.437664974, 0.998846134,
2333.458096581, 0.998935881,
2333.478528288, 0.999001447,
2333.498959994, 0.999120142,
2333.519391700, 0.999397735,
2333.539823406, 0.999604284,
2333.560255112, 0.999585848,
2333.580686818, 0.999576845,
2333.601118523, 0.999582773,
2333.621550329, 0.999605427,
2333.641981934, 0.999570729,
2333.662413739, 0.999564621,
2333.682845444, 0.999552311,
2333.703277049, 0.999538001,
2333.723708853, 0.999549658,
2333.744140558, 0.999592030,
2333.764572162, 0.999584973,
2333.785003966, 0.999587431,
2333.805435670, 0.999592573,
2333.825867274, 0.999566193,
2333.846299078, 0.999634469,
2333.866730781, 0.999562879,
2333.887162385, 0.999572797,
2333.907594188, 0.999555737,
2333.928025891, 0.999534763,
2333.948457594, 0.999703318,
2333.968889296, 0.999572035,
2333.989320999, 0.999596088,
2334.030184404, 0.999739525,
2334.050616106, 0.999633155,
2334.071047908, 0.999633274,
2334.091479610, 0.999636107,
2334.111911211, 0.999691893,
2334.132343013, 0.999678702,
2334.152774714, 0.999704271,
2334.173206316, 0.999759674,
2334.193638117, 0.999745646,
2334.214069718, 0.999696892,
2334.234501418, 0.999769259,
2334.254933219, 0.999761687,
2334.275364820, 0.999749632,
2334.295796620, 0.999736347,
2334.316228320, 0.999810328,
2334.336659920, 0.999806442,
2334.357091720, 0.999790622,
2334.377523420, 0.999820517,
2334.397955019, 0.999809680,
2334.418386819, 0.999724448,
2334.438818518, 0.999814432,
2334.459250217, 0.999743350,
2334.479681916, 0.999738200,
2334.500113615, 0.999777473,
2334.520545314, 0.999754532,
2334.540977012, 0.999711385,
2334.561408710, 0.999731805,
2334.581840509, 0.999719370,
2334.602272207, 0.999681431,
2334.622703805, 0.999727476,
2334.643135603, 0.999741193,
2334.663567300, 0.999715694,
2334.683998898, 0.999721256,
2334.704430695, 0.999691188,
2334.724862392, 0.999711453,
2334.745293990, 0.999747918,
2334.765725787, 0.999502546,
2334.786157483, 0.999499618,
2334.806589080, 0.999487536,
2334.827020877, 0.999435720,
2334.847452573, 0.999425207,
2334.867884169, 0.999496871,
2334.888315965, 0.999491348,
2334.908747661, 0.999512717,
2334.929179457, 0.999574986,
2334.949611053, 0.999632465,
2334.970042748, 0.999828464,
2335.010906139, 0.999868725,
2335.031337834, 0.999869476,
2335.051769529, 0.999878564,
2335.072201224, 0.999886848,
2335.092632918, 0.999870992,
2335.113064613, 0.999851806,
2335.133496307, 0.999877723,
2335.153928001, 0.999827045,
2335.174359796, 0.999850311,
2335.194791390, 0.999835962,
2335.215223183, 0.999847392,
2335.235654877, 0.999854475,
2335.256086471, 0.999866434,
2335.276518264, 0.999905456,
2335.296949957, 0.999924282,
2335.317381551, 0.999857625,
2335.337813343, 0.999848185,
2335.358245036, 0.999871713,
2335.378676629, 0.999865356,
2335.399108422, 0.999847904,
2335.419540114, 0.999847871,
2335.439971806, 0.999849821,
2335.460403499, 0.999857608,
2335.480835191, 0.999898505,
2335.501266983, 0.999812923,
2335.521698575, 0.999882463,
2335.542130266, 0.999880365,
2335.562562057, 0.999893277,
2335.582993749, 0.999954021,
2335.603425340, 0.999963969,
2335.623857131, 0.999881594,
2335.644288822, 0.999900314,
2335.664720413, 0.999897421,
2335.685152204, 0.999939802,
2335.705583794, 0.999950735,
2335.726015485, 0.999869902,
2335.746447275, 0.999935384,
2335.766878865, 0.999880913,
2335.787310555, 0.999884171,
2335.807742345, 0.999904134,
2335.828173935, 0.999870903,
2335.848605724, 0.999846276,
2335.869037414, 0.999913049,
2335.889469003, 1.000008028,
2335.909900792, 0.999890069,
2335.930332482, 0.999896224,
2335.950764070, 0.999774459,
2335.991627548, 0.999917530,
2336.012059237, 0.999908014,
2336.032490925, 0.999890238,
2336.052922613, 0.999921292,
2336.073354301, 0.999913555,
2336.093785989, 0.999936253,
2336.114217677, 0.999934410,
2336.134649465, 0.999936866,
2336.155081153, 0.999965290,
2336.175512740, 0.999936530,
2336.195944528, 0.999991294,
2336.216376215, 0.999942529,
2336.236807802, 0.999889649,
2336.257239589, 0.999931043,
2336.277671276, 0.999970742,
2336.298102863, 0.999988896,
2336.318534649, 0.999987868,
2336.338966336, 0.999984891,
2336.359397922, 0.999986560,
2336.379829708, 1.000060805,
2336.400261395, 0.999938174,
2336.420693081, 0.999925212,
2336.441124767, 1.000035014,
2336.461556352, 1.000044086,
2336.481988138, 0.999974738,
2336.502419823, 0.999999533,
2336.522851509, 0.999971618,
2336.543283194, 0.999948225,
2336.563714879, 0.999993525,
2336.584146564, 0.999962268,
2336.604578249, 0.999984607,
2336.625009934, 0.999998917,
2336.645441618, 0.999975372,
2336.665873403, 0.999949254,
2336.686304987, 0.999948901,
2336.706736771, 1.000032824,
2336.727168455, 1.000010175,
2336.747600039, 0.999924827,
2336.768031823, 0.999922644,
2336.788463507, 0.999985132,
2336.808895091, 0.999918059,
2336.829326874, 0.999893741,
2336.849758558, 0.999886799,
2336.870190141, 0.999914430,
2336.890621924, 0.999936821,
2336.911053607, 0.999893187,
2336.931485190, 1.000044871,
2336.972348655, 0.999964649,
2336.992780438, 0.999985073,
2337.013212020, 0.999982670,
2337.033643703, 0.999994893,
2337.054075485, 0.999961744,
2337.074507167, 0.999980038,
2337.094938749, 0.999985336,
2337.115370431, 0.999962140,
2337.135802212, 0.999936329,
2337.156233794, 1.000015213,
2337.176665575, 0.999962318,
2337.197097157, 1.000010522,
2337.217528838, 0.999960147,
2337.237960619, 0.999873838,
2337.258392200, 0.999947851,
2337.278823981, 0.999999790,
2337.299255662, 1.000026149,
2337.319687242, 1.000036363,
2337.340119023, 1.000012634,
2337.360550703, 1.000040911,
2337.380982284, 1.000006521,
2337.401414064, 1.000006681,
2337.421845744, 1.000003738,
2337.442277324, 0.999939989,
2337.462709104, 0.999961027,
2337.483140783, 0.999984186,
2337.503572463, 0.999983635,
2337.524004142, 0.999955212,
2337.544435822, 1.000030781,
2337.564867501, 1.000075314,
2337.585299180, 1.000116772,
2337.605730859, 1.000084404,
2337.626162638, 1.000008479,
2337.646594317, 0.999924596,
2337.667025896, 0.999785934,
2337.707889353, 0.999996554,
2337.728320931, 0.999959672,
2337.748752709, 0.999996144,
2337.769184387, 0.999970230,
2337.789615965, 1.000008024,
2337.810047743, 0.999958191,
2337.830479321, 1.000028622,
2337.850910999, 0.999961179,
2337.871342776, 1.000025001,
2337.891774454, 0.999989969,
2337.912206131, 0.999961447,
2337.973501163, 1.000022398,
2337.993932839, 1.000021371,
2338.014364516, 1.000012194,
2338.034796193, 0.999960031,
2338.055227870, 0.999968657,
2338.075659546, 0.999969316,
2338.096091222, 0.999987466,
2338.116522899, 0.999970116,
2338.136954575, 0.999969537,
2338.157386351, 0.999953233,
2338.177817927, 0.999987098,
2338.198249703, 0.999970299,
2338.218681378, 1.000008640,
2338.239112954, 1.000077327,
2338.259544729, 1.000092077,
2338.279976405, 1.000080798,
2338.300407980, 1.000142476,
2338.320839755, 1.000015517,
2338.341271430, 1.000035822,
2338.361703006, 1.000189267,
2338.382134780, 1.000184353,
2338.402566455, 1.000168743,
2338.443429804, 0.999930125,
2338.463861479, 0.999958370,
2338.484293253, 0.999947484,
2338.504724827, 0.999993027,
2338.525156502, 1.000003374,
2338.545588276, 1.000048411,
2338.566019850, 1.000055761,
2338.586451523, 1.000043092,
2338.606883197, 1.000107199,
2338.627314871, 1.000066624,
2338.647746544, 1.000105621,
2338.668178318, 1.000048618,
2338.688609891, 0.999984627,
2338.709041564, 1.000043782,
2338.729473337, 1.000063230,
2338.749904910, 1.000026003,
2338.770336683, 1.000058762,
2338.790768356, 1.000033456,
2338.811199929, 1.000037967,
2338.831631701, 1.000011896,
2338.852063374, 1.000115143,
2338.872494946, 1.000054666,
2338.892926719, 1.000018219,
2338.913358391, 1.000065001,
2338.933789963, 1.000121684,
2338.954221735, 1.000126436,
2338.974653407, 1.000134369,
2338.995085179, 1.000127539,
2339.015516750, 1.000089444,
2339.035948422, 1.000082503,
2339.056380194, 1.000076595,
2339.076811765, 1.000116766,
2339.097243436, 1.000229293,
2339.117675208, 1.000237549,
2339.138106879, 1.000238336,
2339.178970221, 0.999959450,
2339.199401892, 1.000060223,
2339.219833462, 1.000135474,
2339.240265233, 1.000134548,
2339.260696904, 1.000051721,
2339.281128574, 1.000102369,
2339.301560244, 1.000061971,
2339.321991815, 1.000077945,
2339.342423585, 1.000061880,
2339.362855255, 1.000081443,
2339.383286825, 1.000072450,
2339.403718595, 1.000088211,
2339.424150265, 0.999997231,
2339.444581834, 1.000079049,
2339.465013604, 1.000085492,
2339.485445274, 1.000070301,
2339.505876943, 1.000050020,
2339.526308612, 1.000111810,
2339.546740282, 1.000096965,
2339.567172051, 1.000134516,
2339.587603620, 1.000122352,
2339.608035289, 1.000103823,
2339.628467058, 1.000169005,
2339.648898626, 1.000041160,
2339.669330295, 1.000029251,
2339.689762064, 1.000037653,
2339.710193732, 1.000071506,
2339.730625301, 1.000079532,
2339.751057069, 1.000077646,
2339.771488737, 1.000171923,
2339.791920305, 1.000131573,
2339.812352073, 1.000118112,
2339.832783741, 1.000108953,
2339.853215509, 1.000075138,
2339.873647077, 1.000060460,
2339.914510512, 1.000094558,
2339.934942080, 1.000057406,
2339.955373747, 1.000111070,
2339.975805515, 1.000031888,
2339.996237082, 1.000091476,
2340.016668749, 1.000101980,
2340.037100416, 1.000142824,
2340.057532083, 1.000153959,
2340.077963750, 1.000120494,
2340.098395417, 1.000102502,
2340.118827084, 1.000119275,
2340.159690517, 1.000076787,
2340.180122083, 1.000192490,
2340.200553850, 1.000125974,
2340.220985516, 1.000106220,
2340.241417082, 1.000178584,
2340.261848848, 1.000162547,
2340.282280514, 1.000143530,
2340.302712080, 1.000085132,
2340.323143846, 1.000163166,
2340.343575512, 1.000163188,
2340.364007278, 1.000144593,
2340.384438843, 1.000080204,
2340.404870509, 1.000152390,
2340.425302274, 1.000091182,
2340.445733840, 1.000104631,
2340.466165505, 1.000183617,
2340.486597270, 1.000197734,
2340.507028835, 1.000150534,
2340.527460500, 1.000128406,
2340.547892265, 1.000123867,
2340.568323830, 1.000157874,
2340.588755495, 1.000191338,
2340.609187260, 1.000226016,
2340.629618925, 1.000190483,
2340.650050589, 1.000163018,
2340.670482254, 1.000188110,
2340.690913918, 1.000205215,
2340.711345582, 1.000155182,
2340.731777247, 1.000197949,
2340.752208911, 1.000156314,
2340.772640575, 1.000229304,
2340.793072239, 1.000251411,
2340.813503803, 1.000224556,
2340.833935567, 1.000261567,
2340.854367230, 1.000207038,
2340.874798794, 1.000191567,
2340.895230558, 1.000165364,
2340.915662221, 1.000235701,
2340.936093985, 1.000198888,
2340.956525548, 1.000175544,
2340.976957211, 1.000282686,
2340.997388975, 1.000195721,
2341.017820538, 1.000257698,
2341.038252201, 1.000225387,
2341.058683964, 1.000232074,
2341.079115527, 1.000282802,
2341.099547190, 1.000268181,
2341.119978952, 1.000274907,
2341.140410615, 1.000281229,
2341.160842278, 1.000283308,
2341.181273940, 1.000295963,
2341.201705603, 1.000319470,
2341.222137265, 1.000359831,
2341.242568927, 1.000283520,
2341.263000590, 1.000260106,
2341.283432252, 1.000397511,
2341.303863914, 1.000322583,
2341.324295576, 1.000317312,
2341.344727338, 1.000309453,
2341.365158900, 1.000362637,
2341.385590562, 1.000432130,
2341.406022223, 1.000398200,
2341.426453885, 1.000321251,
2341.446885647, 1.000373932,
2341.467317208, 1.000330334,
2341.487748870, 1.000333439,
2341.508180631, 1.000379488,
2341.528612192, 1.000392886,
2341.549043853, 1.000421732,
2341.569475615, 1.000361111,
2341.589907176, 1.000404362,
2341.610338837, 1.000411041,
2341.630770598, 1.000406956,
2341.651202158, 1.000374974,
2341.671633919, 1.000414341,
2341.692065580, 1.000333353,
2341.712497241, 1.000407304,
2341.732928901, 1.000394770,
2341.753360562, 1.000434545,
2341.773792222, 1.000397730,
2341.794223883, 1.000448773,
2341.814655543, 1.000447265,
2341.835087203, 1.000486133,
2341.896382184, 1.000452064,
2341.916813944, 1.000448396,
2341.937245504, 1.000488676,
2341.957677263, 1.000432000,
2341.978108923, 1.000502218,
2341.998540483, 1.000496073,
2342.018972243, 1.000566193,
2342.039403902, 1.000484970,
2342.059835462, 1.000520070,
2342.080267221, 1.000472986,
2342.100698881, 1.000589115,
2342.121130440, 1.000478278,
2342.141562199, 1.000520702,
2342.161993858, 1.000569799,
2342.182425518, 1.000587726,
2342.202857177, 1.000548798,
2342.223288836, 1.000609729,
2342.243720495, 1.000522956,
2342.264152153, 1.000543258,
2342.284583812, 1.000505037,
2342.305015471, 1.000549031,
2342.325447130, 1.000567889,
2342.345878788, 1.000561894,
2342.366310547, 1.000577964,
2342.386742105, 1.000558454,
2342.407173764, 1.000582836,
2342.427605522, 1.000526488,
2342.448037081, 1.000565733,
2342.468468839, 1.000580398,
2342.488900497, 1.000639686,
2342.509332055, 1.000628977,
2342.529763813, 1.000670102,
2342.550195471, 1.000556883,
2342.570627029, 1.000587630,
2342.591058787, 1.000640605,
2342.611490445, 1.000586673,
2342.631922003, 1.000617350,
2342.652353761, 1.000587427,
2342.672785418, 1.000603335,
2342.693217176, 1.000621357,
2342.713648733, 1.000638081,
2342.734080391, 1.000613377,
2342.754512148, 1.000556135,
2342.774943706, 1.000606722,
2342.795375363, 1.000612026,
2342.815807020, 1.000594769,
2342.836238777, 1.000630797,
2342.856670335, 1.000666759,
2342.877102092, 1.000642315,
2342.897533649, 1.000670090,
2342.917965406, 1.000665223,
2342.938397063, 1.000650027,
2342.958828619, 1.000619467,
2342.979260376, 1.000571167,
2342.999692033, 1.000594902,
2343.020123590, 1.000618015,
2343.040555346, 1.000572950,
2343.060987003, 1.000601062,
2343.081418559, 1.000564821,
2343.101850316, 1.000550661,
2343.122281972, 1.000490528,
2343.142713529, 1.000561774,
2343.163145285, 1.000585370,
2343.183576941, 1.000550106,
2343.204008698, 1.000582126,
2343.224440254, 1.000600403,
2343.244871910, 1.000595677,
2343.265303666, 1.000551160,
2343.285735222, 1.000548515,
2343.306166878, 1.000617451,
2343.326598634, 1.000589837,
2343.347030289, 1.000573770,
2343.367461845, 1.000513158,
2343.387893601, 1.000517976,
2343.408325257, 1.000559173,
2343.428756912, 1.000554109,
2343.449188568, 1.000534785,
2343.469620224, 1.000568619,
2343.490051979, 1.000571698,
2343.510483534, 1.000537852,
2343.530915190, 1.000501322,
2343.551346845, 1.000585131,
2343.571778500, 1.000541774,
2343.592210156, 1.000563308,
2343.612641811, 1.000512372,
2343.633073466, 1.000540913,
2343.653505221, 1.000490661,
2343.673936776, 1.000556951,
2343.694368431, 1.000523644,
2343.714800186, 1.000534494,
2343.735231741, 1.000557361,
2343.755663396, 1.000551009,
2343.776095151, 1.000578393,
2343.796526705, 1.000569800,
2343.837390115, 1.000858108,
2343.857821769, 1.000893612,
2343.878253324, 1.000837823,
2343.898685079, 1.000797421,
2343.919116733, 1.000840986,
2343.939548387, 1.000865397,
2343.959980042, 1.000974258,
2343.980411696, 1.000843435,
2344.000843450, 1.000817762,
2344.021275005, 1.000839696,
2344.041706659, 1.000864114,
2344.062138413, 1.000872550,
2344.082569967, 1.000889417,
2344.103001621, 1.000833273,
2344.123433375, 1.000899675,
2344.143864929, 1.000846431,
2344.164296683, 1.000863449,
2344.184728337, 1.000917389,
2344.205159891, 1.000920791,
2344.225591645, 1.000931301,
2344.246023299, 1.000925819,
2344.266454853, 1.000936691,
2344.286886606, 1.001039977,
2344.307318160, 1.000884796,
2344.327749913, 1.000838807,
2344.348181567, 1.000846349,
2344.368613121, 1.000863481,
2344.389044874, 1.000861322,
2344.409476528, 1.000875074,
2344.429908181, 1.000869059,
2344.450339834, 1.000936175,
2344.470771488, 1.000890870,
2344.491203141, 1.000921243,
2344.511634794, 1.000962466,
2344.532066447, 1.000983335,
2344.552498101, 1.000980369,
2344.572929854, 1.000937924,
2344.593361407, 1.000941982,
2344.613793060, 1.000842368,
2344.634224813, 1.000853399,
2344.654656366, 1.000828622,
2344.675088119, 1.000848295,
2344.695519772, 1.000874168,
2344.715951325, 1.000820218,
2344.736383078, 1.000877644,
2344.756814730, 1.000815792,
2344.777246283, 1.000814341,
2344.818109689, 1.000911384,
2344.838541341, 1.000925307,
2344.858972994, 1.000919700,
2344.879404646, 1.000921425,
2344.899836399, 1.000878710,
2344.920267952, 1.000945804,
2344.940699604, 1.000946415,
2344.961131257, 1.000904562,
2344.981562909, 1.000793449,
2345.001994561, 1.000867504,
2345.022426314, 1.000913381,
2345.063289518, 1.000919350,
2345.083721271, 1.000896160,
2345.104152823, 1.000966792,
2345.124584575, 1.000895341,
2345.145016227, 1.000878956,
2345.165447779, 1.000759232,
2345.185879531, 1.001094713,
2345.206311183, 1.000847441,
2345.226742735, 1.000899703,
2345.247174487, 1.000959361,
2345.267606139, 1.000882425,
2345.288037691, 1.000859929,
2345.308469443, 1.000879656,
2345.328901095, 1.000863761,
2345.349332847, 1.000880378,
2345.369764399, 1.000927677,
2345.390196051, 1.000900931,
2345.410627802, 1.000858318,
2345.431059354, 1.000882321,
2345.451491006, 1.000948119,
2345.471922757, 1.000874014,
2345.492354409, 1.000924612,
2345.512785961, 1.000806431,
2345.533217712, 1.000874765,
2345.553649364, 1.000871575,
2345.574081015, 1.000922017,
2345.594512667, 1.000861713,
2345.614944318, 1.000936923,
2345.635375970, 1.000901662,
2345.655807621, 1.000909585,
2345.676239272, 1.000869301,
2345.696670924, 1.000914493,
2345.717102575, 1.000940632,
2345.737534227, 1.000885112,
2345.757965878, 1.000619777,
2345.798829080, 1.000985390,
2345.819260831, 1.000941129,
2345.839692483, 1.000967553,
2345.860124234, 1.000975343,
2345.880555785, 1.000973108,
2345.900987436, 1.001020329,
2345.921419187, 1.000943379,
2345.941850738, 1.000937292,
2345.962282389, 1.000966181,
2345.982714140, 1.001036972,
2346.003145691, 1.000988011,
2346.044009093, 1.001003965,
2346.064440744, 1.001009976,
2346.084872395, 1.000932175,
2346.105304046, 1.001037369,
2346.125735697, 1.001037443,
2346.146167348, 1.001019232,
2346.166598998, 1.001096260,
2346.187030649, 1.001062568,
2346.207462400, 1.000938179,
2346.227893951, 1.000999275,
2346.248325601, 1.001030041,
2346.289188903, 1.001022100,
2346.309620653, 1.000972002,
2346.330052304, 1.000964273,
2346.350483855, 1.001056179,
2346.370915605, 1.001078540,
2346.391347256, 1.001043338,
2346.411778807, 1.001028056,
2346.432210557, 1.001022700,
2346.452642108, 1.001089084,
2346.473073758, 1.001012013,
2346.493505509, 1.001018514,
2346.534368810, 1.001027209,
2346.554800460, 1.001041804,
2346.575232111, 1.000985481,
2346.595663761, 1.001078503,
2346.616095411, 1.001040238,
2346.636527062, 1.001011190,
2346.656958712, 1.001051506,
2346.677390362, 1.001045370,
2346.697822013, 1.001056426,
2346.718253763, 1.001153571,
2346.738685313, 1.001059356,
2346.779548714, 1.001096141,
2346.799980264, 1.001003922,
2346.820412014, 1.001142036,
2346.840843665, 1.001175224,
2346.861275215, 1.001088435,
2346.881706965, 1.001085243,
2346.902138615, 1.000997186,
2346.922570165, 1.001012772,
2346.943001916, 1.001047917,
2346.963433566, 1.001044390,
2346.983865316, 1.001070399,
2347.004296866, 1.001019683,
2347.024728516, 1.001101795,
2347.045160166, 1.000978922,
2347.065591816, 1.001041875,
2347.086023466, 1.001039556,
2347.106455217, 1.001062610,
2347.126886767, 1.001120480,
2347.147318417, 1.000987013,
2347.167750067, 1.001081401,
2347.188181717, 1.001036867,
2347.208613467, 1.001092689,
2347.229045017, 1.001084135,
2347.269908417, 1.001068622,
